zip,state,city,street1,street2
03195,Seoul,Jongno-gu,,Dongho-ro
03195,Seoul,Jongno-gu,,Jong-ro 32-gil
03124,Seoul,Jongno-gu,,Jong-ro
03099,Seoul,Jongno-gu,,Yulgok-ro 29-gil
03142,Seoul,Jongno-gu,,Jong-ro 1-gil
03043,Seoul,Jongno-gu,,Jahamun-ro
03094,Seoul,Jongno-gu,,Jibong-ro 17-gil
03089,Seoul,Jongno-gu,,Changsin 9-gil
03090,Seoul,Jongno-gu,,Changsin 8-gil
03102,Seoul,Jongno-gu,,Changsin 5ga-gil
03040,Seoul,Jongno-gu,,Jahamun-ro 9-gil
03004,Seoul,Jongno-gu,,Pyeongchang 30-gil
03003,Seoul,Jongno-gu,,Pyeongchang 7-gil
03011,Seoul,Jongno-gu,,Pyeongchangmunhwa-ro
03009,Seoul,Jongno-gu,,Pyeongchangmunhwa-ro
03005,Seoul,Jongno-gu,,Pyeongchang 20-gil
03021,Seoul,Jongno-gu,,Jahamun-ro 45-gil
03126,Seoul,Jongno-gu,,Jong-ro 35ga-gil
04528,Seoul,Jung-gu,,Sejong-daero
04629,Seoul,Jung-gu,,Toegye-ro 18-gil
04629,Seoul,Jung-gu,,Sopa-ro
04635,Seoul,Jung-gu,,Toegye-ro 4-gil
04528,Seoul,Jung-gu,,Sowol-ro
04521,Seoul,Jung-gu,,Eulji-ro 1-gil
04500,Seoul,Jung-gu,,Mallijae-ro 27-gil
04534,Seoul,Jung-gu,,Myeongdong 3-gil
04536,Seoul,Jung-gu,,Myeongdong 2-gil
04537,Seoul,Jung-gu,,Myeongdong 8ga-gil
04521,Seoul,Jung-gu,,Mugyo-ro
04546,Seoul,Jung-gu,,Dongho-ro
04509,Seoul,Jung-gu,,Chilpae-ro
04544,Seoul,Jung-gu,,Eulji-ro 19-gil
04531,Seoul,Jung-gu,,Namdaemun-ro 5-gil
04542,Seoul,Jung-gu,,Samil-daero 12-gil
04590,Seoul,Jung-gu,,Dasan-ro 24-gil
04612,Seoul,Jung-gu,,Dasan-ro 39-gil
04594,Seoul,Jung-gu,,Dongho-ro 8ga-gil
04589,Seoul,Jung-gu,,Dasan-ro
04600,Seoul,Jung-gu,,Dasan-ro 5-gil
04602,Seoul,Jung-gu,,Dongho-ro 11ba-gil
04584,Seoul,Jung-gu,,Toegye-ro 88da-gil
04602,Seoul,Jung-gu,,Dongho-ro 11na-gil
04599,Seoul,Jung-gu,,Dongho-ro 11da-gil
04610,Seoul,Jung-gu,,Dasan-ro 33-gil
04591,Seoul,Jung-gu,,Dasan-ro 16-gil
04606,Seoul,Jung-gu,,Jangchungdan-ro 8-gil
04590,Seoul,Jung-gu,,Dasan-ro 20-gil
04568,Seoul,Jung-gu,,Majang-ro
04615,Seoul,Jung-gu,,Toegye-ro 52-gil
04626,Seoul,Jung-gu,,Pildong-ro 8ga-gil
04628,Seoul,Jung-gu,,Sopa-ro 2-gil
04542,Seoul,Jung-gu,,Samil-daero
04549,Seoul,Jung-gu,,Chungmu-ro
04562,Seoul,Jung-gu,,Eulji-ro
04616,Seoul,Jung-gu,,Dongho-ro 24-gil
04621,Seoul,Jung-gu,,Jangchungdan-ro
04555,Seoul,Jung-gu,,Supyo-ro 10-gil
04551,Seoul,Jung-gu,,Supyo-ro
04516,Seoul,Jung-gu,,Jeongdong-gil
04546,Seoul,Jung-gu,,Changgyeonggung-ro 8-gil
04506,Seoul,Jung-gu,,Jungnim-ro 7-gil
04537,Seoul,Jung-gu,,Samil-daero
04553,Seoul,Jung-gu,,Samil-daero
04634,Seoul,Jung-gu,,Toegye-ro 8-gil
04631,Seoul,Jung-gu,,Sogong-ro
04633,Seoul,Jung-gu,,Sogong-ro 1-gil
02057,Seoul,Jungnang-gu,,Yongmasan-ro 136-gil
02171,Seoul,Jungnang-gu,,Bongujae-ro 57ga-gil
02175,Seoul,Jungnang-gu,,Yongmasan-ro 99-gil
02178,Seoul,Jungnang-gu,,Mangu-ro 76-gil
02181,Seoul,Jungnang-gu,,Yongmagongwon-ro 3-gil
02181,Seoul,Jungnang-gu,,Yongmasan-ro
02061,Seoul,Jungnang-gu,,Yangwonyeok-ro
02170,Seoul,Jungnang-gu,,Bongujae-ro
02060,Seoul,Jungnang-gu,,Yongmasan-ro 120-gil
02185,Seoul,Jungnang-gu,,Yongmagongwon-ro
02171,Seoul,Jungnang-gu,,Bongujae-ro 57-gil
02186,Seoul,Jungnang-gu,,Yongmagongwon-ro 13-gil
02200,Seoul,Jungnang-gu,,Gyeomjae-ro
02203,Seoul,Jungnang-gu,,Gyeomjae-ro 54-gil
02129,Seoul,Jungnang-gu,,Bongujae-ro 13-gil
02127,Seoul,Jungnang-gu,,Dongil-ro 109-gil
02212,Seoul,Jungnang-gu,,Yongmasan-ro
02157,Seoul,Jungnang-gu,,Sangbong-ro
02145,Seoul,Jungnang-gu,,Gyeomjae-ro 29-gil
02238,Seoul,Jungnang-gu,,Sagajeong-ro 52-gil
02238,Seoul,Jungnang-gu,,Sagajeong-ro
02250,Seoul,Jungnang-gu,,Yongmasan-ro
02159,Seoul,Jungnang-gu,,Myeonmok-ro 78-gil
02249,Seoul,Jungnang-gu,,Myeonmok-ro
02142,Seoul,Jungnang-gu,,Bongujae-ro 20ga-gil
02228,Seoul,Jungnang-gu,,Sagajeong-ro 49-gil
02124,Seoul,Jungnang-gu,,Dongil-ro 109-gil
02245,Seoul,Jungnang-gu,,Dapsimni-ro 77-gil
02249,Seoul,Jungnang-gu,,Yongmasan-ro 51-gil
02230,Seoul,Jungnang-gu,,Dongil-ro 95-gil
02159,Seoul,Jungnang-gu,,Gyeomjae-ro 49-gil
02224,Seoul,Jungnang-gu,,Sagajeong-ro 37-gil
02228,Seoul,Jungnang-gu,,Myeonmok-ro 49-gil
02246,Seoul,Jungnang-gu,,Myeonmok-ro 23-gil
02240,Seoul,Jungnang-gu,,Myeonmok-ro 33-gil
02209,Seoul,Jungnang-gu,,Yongmasan-ro 81-gil
02259,Seoul,Jungnang-gu,,Yongmasan-ro
02240,Seoul,Jungnang-gu,,Sagajeong-ro 46ga-gil
02140,Seoul,Jungnang-gu,,Gyeomjae-ro 23-gil
02191,Seoul,Jungnang-gu,,Yongmasan-ro 94na-gil
02258,Seoul,Jungnang-gu,,Yongmasan-ro
02217,Seoul,Jungnang-gu,,Gyeomjae-ro 30-gil
02162,Seoul,Jungnang-gu,,Myeonmok-ro 78-gil
02207,Seoul,Jungnang-gu,,Yongmasan-ro
02211,Seoul,Jungnang-gu,,Myeonmok-ro 44da-gil
02211,Seoul,Jungnang-gu,,Myeonmok-ro 44ra-gil
02255,Seoul,Jungnang-gu,,Yongmasan-ro
02162,Seoul,Jungnang-gu,,Gyeomjae-ro 49-gil
02193,Seoul,Jungnang-gu,,Yongmasan-ro 84-gil
02194,Seoul,Jungnang-gu,,Yongmasan-ro
02206,Seoul,Jungnang-gu,,Myeonmok-ro 56ga-gil
02239,Seoul,Jungnang-gu,,Myeonmok-ro 39-gil
02124,Seoul,Jungnang-gu,,Mangu-ro 32-gil
02143,Seoul,Jungnang-gu,,Bongujae-ro 32-gil
02013,Seoul,Jungnang-gu,,Dongil-ro 143-gil
02007,Seoul,Jungnang-gu,,Bonghwasan-ro 3-gil
02006,Seoul,Jungnang-gu,,Jungnangyeok-ro
02037,Seoul,Jungnang-gu,,Gongneung-ro
02009,Seoul,Jungnang-gu,,Dongil-ro
02152,Seoul,Jungnang-gu,,Sangbong-ro 25-gil
02152,Seoul,Jungnang-gu,,Sangbong-ro 23-gil
02148,Seoul,Jungnang-gu,,Myeonmok-ro 96-gil
02154,Seoul,Jungnang-gu,,Mangu-ro 48-gil
02154,Seoul,Jungnang-gu,,Myeonmok-ro 92-gil
02138,Seoul,Jungnang-gu,,Myeonmok-ro 85-gil
02121,Seoul,Jungnang-gu,,Jungnangcheon-ro 10-gil
02149,Seoul,Jungnang-gu,,Bongujae-ro 33-gil
02153,Seoul,Jungnang-gu,,Bongujae-ro 43-gil
02091,Seoul,Jungnang-gu,,Sangbongjungang-ro 1-gil
02150,Seoul,Jungnang-gu,,Sangbong-ro
02137,Seoul,Jungnang-gu,,Myeonmok-ro
02082,Seoul,Jungnang-gu,,Sangbongjungang-ro 1da-gil
02075,Seoul,Jungnang-gu,,Bonghwasan-ro
26038,Gangwon-do,Taebaek-si,,Beonyeong-ro
26014,Gangwon-do,Taebaek-si,,Hwangji-ro
26006,Gangwon-do,Taebaek-si,,Geumgye 1-gil
26006,Gangwon-do,Taebaek-si,,Seohwangji-ro 3-gil
26037,Gangwon-do,Taebaek-si,,Sangjangnam 3-gil
26024,Gangwon-do,Taebaek-si,,Taebaek-ro
26026,Gangwon-do,Taebaek-si,,Hwangyeon-gil
26038,Gangwon-do,Taebaek-si,,Gowon-ro
26035,Gangwon-do,Taebaek-si,,Choroksup-gil
26007,Gangwon-do,Taebaek-si,,Meokgeori 2-gil
26026,Gangwon-do,Taebaek-si,,Gwangjang-ro
26032,Gangwon-do,Taebaek-si,,Beonyeong-ro
25351,Gangwon-do,Pyeongchang-gun,Daegwallyeong-myeon,Solbong-ro
25340,Gangwon-do,Pyeongchang-gun,Daegwallyeong-myeon,Chahangmanyang-gil
25344,Gangwon-do,Pyeongchang-gun,Daegwallyeong-myeon,Kkotbatyangji-gil
25347,Gangwon-do,Pyeongchang-gun,Daegwallyeong-myeon,Olympic-ro
25346,Gangwon-do,Pyeongchang-gun,Daegwallyeong-myeon,Nunmaeul-gil
25341,Gangwon-do,Pyeongchang-gun,Daegwallyeong-myeon,Saburang-gil
25346,Gangwon-do,Pyeongchang-gun,Daegwallyeong-myeon,Daegwallyeong-ro
25337,Gangwon-do,Pyeongchang-gun,Jinbu-myeon,Odaecheon-ro
25337,Gangwon-do,Pyeongchang-gun,Jinbu-myeon,Sangmapyeong-gil
25327,Gangwon-do,Pyeongchang-gun,Jinbu-myeon,Gyeonggang-ro
25324,Gangwon-do,Pyeongchang-gun,Jinbu-myeon,Gyeonggang-ro
14566,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Jomaru-ro
14567,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Jomaru-ro 398beon-gil
14572,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Wonmi-ro 77beon-gil
14564,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Wonmi-ro 144beon-gil
14564,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Wonmi-ro 124beon-gil
14648,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Buheung-ro 457beon-gil
14568,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Wonmi-ro 131beon-gil
14566,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Bucheon-ro 136beon-gil
14572,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Bucheon-ro 86beon-gil
14568,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Jomaru-ro 428beon-gil
14558,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Jomaru-ro 397beon-gil
14606,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Seokcheon-ro 78beon-gil
14548,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Sohyang-ro
14537,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Gilju-ro
14580,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Jomaru-ro 297beon-gil
14608,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Jungdong-ro 155beon-gil
14575,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Buheung-ro
14606,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Buheung-ro 188beon-gil
14609,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Jungdong-ro 150beon-gil
14511,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Doyak-ro
14534,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Oksan-ro 109beon-gil
14515,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Doyak-ro 163beon-gil
14518,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Doyak-ro
14610,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Simjung-ro
14582,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Buheung-ro
14604,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Buheung-ro 200beon-gil
14527,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Oksan-ro
14488,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Gilju-ro 463beon-gil
14488,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Gilju-ro 411beon-gil
14528,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Gilju-ro 391beon-gil
14529,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Gilju-ro 391beon-gil
14555,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Bucheon-ro 198beon-gil
14655,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Sosa-ro
14488,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Wonmi-ro
14555,Gyeonggi-do,"Wonmi-gu, Bucheon-si",,Gilju-ro 412beon-gil
13629,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Geumgok-ro
13627,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Seongnam-daero 144beon-gil
13636,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Tancheonsang-ro 163beon-gil
13637,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Gumi-ro
13550,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Daewangpangyo-ro
13546,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Beoljangturi-ro 23beon-gil
13529,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Pangyoyeok-ro 146beon-gil
13536,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Pangyoyeok-ro 14beon-gil
13539,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Anyangpangyo-ro
13531,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Daewangpangyo-ro 560beon-gil
13582,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Yewon-ro 6beon-gil
13584,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Jangan-ro 4beon-gil
13580,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Yuldonggongwonsanchaek-gil
13490,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Dongpangyo-ro 266beon-gil
13487,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Daewangpangyo-ro 645beon-gil
13577,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Dolma-ro
13590,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Seohyeon-ro
13588,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Junganggongwon-ro
13595,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Hwangsaeul-ro 240beon-gil
13601,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Balibongnam-ro 7beon-gil
13504,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Yatap-ro 149beon-gil
13519,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Pangyo-ro
13509,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Saenari-ro 38beon-gil
13509,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Yatap-ro
13517,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Yatap-ro
13508,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Yatap-ro 245beon-gil
13517,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Seongnam-daero
13503,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Yatap-ro 205beon-gil
13470,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Unjung-ro 14beon-gil
13463,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Sanun-ro 32beon-gil
13455,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Haogae-ro 351beon-gil
13463,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Sanun-ro 78beon-gil
13460,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Sanun-ro 170beon-gil
13571,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Imae-ro 143beon-gil
13612,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Jeongja-ro 68beon-gil
13560,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Bundangsuseo-ro
13612,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Buljeong-ro 65beon-gil
13604,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Bulgoknam-ro 22beon-gil
13555,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Seongnam-daero 407beon-gil
13479,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Seopangyo-ro 32beon-gil
13474,Gyeonggi-do,"Bundang-gu, Seongnam-si",,Seopangyo-ro
13106,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Cheonggyesan-ro 4-gil
13105,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Godeung-ro 1-gil
13102,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Daewangpangyo-ro
13453,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Geumto-ro 107beon-gil
13139,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Nongol-ro 35beon-gil
13145,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Huimang-ro
13147,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sanseong-daero
13144,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Dandae-ro 3beon-gil
13147,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sanseong-daero 383beon-gil
13138,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Nongol-ro
13119,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Bokjeong-ro 32beon-gil
13114,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Bokjeong-ro 118beon-gil
13119,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Seongnam-daero
13446,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sasong-ro 66beon-gil
13124,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeongnam-ro 316beon-gil
13123,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeong-ro 366beon-gil
13123,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeongnam-ro 329beon-gil
13451,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Dallaenae-ro
13314,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sanseong-daero
13319,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Seongnam-daero 1210beon-gil
13330,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeongnam-ro 52beon-gil
13316,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeong-ro
13331,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Talli-ro 31beon-gil
13106,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Yeosu-daero 29beon-gil
13449,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Daewangpangyo-ro 879beon-gil
13449,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Changeop-ro
13101,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sinchon-ro 20beon-gil
13101,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sinchon-ro 29beon-gil
13343,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Talli-ro
13339,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeongnam-ro
13259,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeong-ro
13338,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeong-ro 188beon-gil
13270,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Gongwon-ro
13140,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Yangji-ro
13136,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Yangji-ro
13134,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sanseong-daero
13134,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sanseong-daero 595beon-gil
13306,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Seongnam-daero
13284,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Tanri-ro 146beon-gil
13111,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Moran-ro 89beon-gil
13292,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Talli-ro
13304,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Talli-ro 81beon-gil
13310,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeong-ro 97beon-gil
13278,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Simin-ro 205beon-gil
13274,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Simin-ro 255beon-gil
13109,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Moran-ro 141beon-gil
13274,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Simin-ro 257beon-gil
13287,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Nammun-ro 77beon-gil
13286,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Nammun-ro 93beon-gil
13277,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Nammun-ro 125beon-gil
13285,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Taepyeong-ro 100beon-gil
13288,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Nammun-ro
13296,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Talli-ro
13275,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Simin-ro 258beon-gil
13302,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Jeil-ro
13282,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeong-ro
13274,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Taepyeong-ro
13310,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeongbuk-ro 3beon-gil
13287,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Talli-ro 120beon-gil
13310,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeong-ro
13308,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Seongnam-daero
13278,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Simin-ro
13291,Gyeonggi-do,"Sujeong-gu, Seongnam-si",,Sujeong-ro 159beon-gil
13414,Gyeonggi-do,"Jungwon-gu, Seongnam-si",,Galhyeon-ro 19beon-gil
13179,Gyeonggi-do,"Jungwon-gu, Seongnam-si",,Jahye-ro 16beon-gil
13192,Gyeonggi-do,"Jungwon-gu, Seongnam-si",,Huimang-ro
13176,Gyeonggi-do,"Jungwon-gu, Seongnam-si",,Gwangmyeong-ro
13175,Gyeonggi-do,"Jungwon-gu, Seongnam-si",,Gwangmyeong-ro
13176,Gyeonggi-do,"Jungwon-gu, Seongnam-si",,Gwangmyeong-ro 367beon-gil
13171,Gyeonggi-do,"Jungwon-gu, Seongnam-si",,Jahye-ro 14beon-gil
13199,Gyeonggi-do,"Jungwon-gu, Seongnam-si",,Geumsang-ro 67beon-gil
13161,Gyeonggi-do,"Jungwon-gu, Seongnam-si",,Sanseong-daero 452beon-gil
12505,Gyeonggi-do,Yangpyeong-gun,Okcheon-myeon,Mayusan-ro 576beon-gil
12508,Gyeonggi-do,Yangpyeong-gun,Okcheon-myeon,Hagok-gil
12508,Gyeonggi-do,Yangpyeong-gun,Okcheon-myeon,Asinsaeteomal-gil
12513,Gyeonggi-do,Yangpyeong-gun,Yongmun-myeon,Eungogaet-gil
12513,Gyeonggi-do,Yangpyeong-gun,Yongmun-myeon,Geumgok-gil 110beon-gil
12515,Gyeonggi-do,Yangpyeong-gun,Yongmun-myeon,Yogok-gil
12524,Gyeonggi-do,Yangpyeong-gun,Yongmun-myeon,Yesurinmaeul-gil
12520,Gyeonggi-do,Yangpyeong-gun,Yongmun-myeon,Yongmun-ro
12516,Gyeonggi-do,Yangpyeong-gun,Yongmun-myeon,Damunjeommal 1-gil
12523,Gyeonggi-do,Yangpyeong-gun,Yongmun-myeon,Yongmunsijang 5-gil
12519,Gyeonggi-do,Yangpyeong-gun,Yongmun-myeon,Eosu-gil 26beon-gil
12519,Gyeonggi-do,Yangpyeong-gun,Yongmun-myeon,Jangdae 3-gil
12530,Gyeonggi-do,Yangpyeong-gun,Cheongun-myeon,Gahyeon-gil 34beon-gil
12532,Gyeonggi-do,Yangpyeong-gun,Cheongun-myeon,Garunkeungol-gil
12532,Gyeonggi-do,Yangpyeong-gun,Cheongun-myeon,Jeungangol 2-gil
12532,Gyeonggi-do,Yangpyeong-gun,Cheongun-myeon,Jeunggol-gil
12531,Gyeonggi-do,Yangpyeong-gun,Cheongun-myeon,Cheongunsamseong-gil
12531,Gyeonggi-do,Yangpyeong-gun,Cheongun-myeon,Cheongunsamseongan-gil
12531,Gyeonggi-do,Yangpyeong-gun,Cheongun-myeon,Hagoron-gil
53283,Gyeongsangnam-do,Geoje-si,Geoje-myeon,Oegan 2-gil
53254,Gyeongsangnam-do,Geoje-si,,Gohyeon-ro
53245,Gyeongsangnam-do,Geoje-si,,Junggok 1-ro
53245,Gyeongsangnam-do,Geoje-si,,Junggok 2-ro 5-gil
53249,Gyeongsangnam-do,Geoje-si,,Junggok 2-ro 6-gil
53239,Gyeongsangnam-do,Geoje-si,,Suyang 1-gil
53303,Gyeongsangnam-do,Geoje-si,,Geoje-daero
53241,Gyeongsangnam-do,Geoje-si,,Jesanan-gil
53206,Gyeongsangnam-do,Geoje-si,Yeoncho-myeon,Hannae 7-gil
53233,Gyeongsangnam-do,Geoje-si,,Okposeongan-ro
53222,Gyeongsangnam-do,Geoje-si,,Okpo-ro 20-gil
53218,Gyeongsangnam-do,Geoje-si,,Guksan-ro
53221,Gyeongsangnam-do,Geoje-si,,Okpodaecheop-ro
53221,Gyeongsangnam-do,Geoje-si,,Seongsan-ro 4-gil
50147,Gyeongsangnam-do,Geochang-gun,Geochang-eup,Gimcheon 1-gil
50143,Gyeongsangnam-do,Geochang-gun,Geochang-eup,Songjeong 8-gil
50134,Gyeongsangnam-do,Geochang-gun,Geochang-eup,Jungang-ro 1-gil
50127,Gyeongsangnam-do,Geochang-gun,Geochang-eup,Geoyeol-ro 1-gil
50133,Gyeongsangnam-do,Geochang-gun,Geochang-eup,Geochang-daero
50135,Gyeongsangnam-do,Geochang-gun,Geochang-eup,Changdong-ro
50127,Gyeongsangnam-do,Geochang-gun,Geochang-eup,Geoyeol-ro 3-gil
52615,Gyeongsangnam-do,Jinju-si,Ibanseong-myeon,Balsan-gil 11beon-gil
52615,Gyeongsangnam-do,Jinju-si,Ibanseong-myeon,Paruisa-ro
52613,Gyeongsangnam-do,Jinju-si,Ibanseong-myeon,Hagok-ro
52614,Gyeongsangnam-do,Jinju-si,Ibanseong-myeon,Yongam-gil 46beon-gil
52613,Gyeongsangnam-do,Jinju-si,Ibanseong-myeon,Jangan-ro 65beon-gil
52613,Gyeongsangnam-do,Jinju-si,Ibanseong-myeon,Obongsan-ro 1025beon-gil
52613,Gyeongsangnam-do,Jinju-si,Ibanseong-myeon,Obongsan-ro 761beon-gil
52613,Gyeongsangnam-do,Jinju-si,Ibanseong-myeon,Bupyeong-gil 4beon-gil
52670,Gyeongsangnam-do,Jinju-si,,Pyeonggeo-ro 268beon-gil
52670,Gyeongsangnam-do,Jinju-si,,Seojangdae-ro
52666,Gyeongsangnam-do,Jinju-si,,Jinju-daero
52618,Gyeongsangnam-do,Jinju-si,Ilbanseong-myeon,Yangjeon-gil 91beon-gil
52618,Gyeongsangnam-do,Jinju-si,Ilbanseong-myeon,Ilsa-ro 782beon-gil
